original_id,proposed_current_id,verified_current_id,mapping_method,supporting_sources,source_agreement,alternative_candidates,audit_status,audit_notes,manual_review_required
AO090103000412,AO090103000412,AO090103000412,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999096; RefSeq transcript:XM_001826922.3; RefSeq protein:XP_001826974.1; KEGG:aor:AO090103000412; KEGG->GeneID:5999096; KEGG->UniProt:Q2TY32; UniProt:Q2TY32,False
AO090012000592,AO090012000592,AO090012000592,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988058; RefSeq transcript:XM_001727532.3; RefSeq protein:XP_001727584.1; KEGG:aor:AO090012000592; KEGG->GeneID:5988058; KEGG->UniProt:Q2UCH0; UniProt:Q2UCH0,False
AO090120000220,AO090120000220,AO090120000220,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996221; RefSeq transcript:XM_023237651.1; RefSeq protein:XP_023092461.1; KEGG:aor:AO090120000220; KEGG->GeneID:5996221; KEGG->UniProt:Q2U6I6; UniProt:Q2U6I6,False
AO090005000648,AO090005000648,AO090005000648,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989633; RefSeq transcript:XM_001817636.3; RefSeq protein:XP_001817688.3; KEGG:aor:AO090005000648; KEGG->GeneID:5989633; KEGG->UniProt:Q2URX9; UniProt:Q2URX9,False
AO090102000650,AO090102000650,AO090102000650,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994837; RefSeq transcript:XM_001822740.3; RefSeq protein:XP_001822792.1; KEGG:aor:AO090102000650; KEGG->GeneID:5994837; KEGG->UniProt:Q2U9V6; UniProt:Q2U9V6,False
AO090026000646,AO090026000646,AO090026000646,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994097; RefSeq transcript:XM_023235978.1; RefSeq protein:XP_023091109.1; KEGG:aor:AO090026000646; KEGG->GeneID:5994097; KEGG->UniProt:Q2UEE8; UniProt:Q2UEE8,False
AO090003000036,AO090003000036,AO090003000036,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991260; RefSeq transcript:XM_023234707.1; RefSeq protein:XP_023089804.1; KEGG:aor:AO090003000036; KEGG->GeneID:5991260; KEGG->UniProt:Q2UME0; UniProt:Q2UME0,False
AO090011000874,AO090011000874,AO090011000874,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998549; RefSeq transcript:XM_001826394.3; RefSeq protein:XP_001826446.3; KEGG:aor:AO090011000874; KEGG->GeneID:5998549; KEGG->UniProt:Q2TZF2; UniProt:Q2TZF2,False
AO090005000630,AO090005000630,AO090005000630,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989619; RefSeq transcript:XM_001817622.3; RefSeq protein:XP_001817674.1; KEGG:aor:AO090005000630; KEGG->GeneID:5989619; KEGG->UniProt:Q2URZ3; UniProt:Q2URZ3,False
AO090023000834,AO090023000834,AO090023000834,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993339; RefSeq transcript:XM_001821285.3; RefSeq protein:XP_001821337.3; KEGG:aor:AO090023000834; KEGG->GeneID:5993339; KEGG->UniProt:Q2UGI0; UniProt:Q2UGI0,False
AO090102000528,AO090102000528,AO090102000528,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994731; RefSeq transcript:XM_023236776.1; RefSeq protein:XP_023091859.1; KEGG:aor:AO090102000528; KEGG->GeneID:5994731; KEGG->UniProt:Q2UA62; UniProt:Q2UA62,False
AO090005000162,AO090005000162,AO090005000162,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989217; RefSeq transcript:XM_001817220.3; RefSeq protein:XP_001817272.3; KEGG:aor:AO090005000162; KEGG->GeneID:5989217; KEGG->UniProt:Q2UT45; UniProt:Q2UT45,False
AO090038000244,AO090038000244,AO090038000244,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997287; RefSeq transcript:XM_001825140.3; RefSeq protein:XP_001825192.1; KEGG:aor:AO090038000244; KEGG->GeneID:5997287; KEGG->UniProt:Q2U306; UniProt:Q2U306,False
AO090701000797,AO090701000797,AO090701000797,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995645; RefSeq transcript:XM_001823536.3; RefSeq protein:XP_001823588.1; KEGG:aor:AO090701000797; KEGG->GeneID:5995645; KEGG->UniProt:Q2U7L0; UniProt:Q2U7L0,False
AO090003000808,AO090003000808,AO090003000808,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991927; RefSeq transcript:XM_001819892.3; RefSeq protein:XP_001819944.1; KEGG:aor:AO090003000808; KEGG->GeneID:5991927; KEGG->UniProt:Q2UKH3; UniProt:Q2UKH3,False
AO090011000848,AO090011000848,AO090011000848,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998524; RefSeq transcript:XM_023233134.1; RefSeq protein:XP_023093668.1; KEGG:aor:AO090011000848; KEGG->GeneID:5998524; UniProt:Q2TZH7,False
AO090026000449,AO090026000449,AO090026000449,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993929; RefSeq transcript:XM_001821849.3; RefSeq protein:XP_001821901.1; KEGG:aor:AO090026000449; KEGG->GeneID:5993929; KEGG->UniProt:Q2UEW6; UniProt:Q2UEW6,False
AO090023000477,AO090023000477,AO090023000477,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993022; RefSeq transcript:XM_023235617.1; RefSeq protein:XP_023090622.1; KEGG:aor:AO090023000477; KEGG->GeneID:5993022; KEGG->UniProt:Q2UHE7; UniProt:Q2UHE7,False
AO090023000516,AO090023000516,AO090023000516,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993058; RefSeq transcript:XM_001821004.3; RefSeq protein:XP_001821056.1; KEGG:aor:AO090023000516; KEGG->GeneID:5993058; KEGG->UniProt:Q2UHB1; UniProt:Q2UHB1,False
AO090103000136,AO090103000136,AO090103000136,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998860; RefSeq transcript:XM_023233432.1; RefSeq protein:XP_023093822.1; KEGG:aor:AO090103000136; KEGG->GeneID:5998860; KEGG->UniProt:Q2TYR8; UniProt:Q2TYR8,False
AO090005001515,AO090005001515,AO090005001515,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990375; RefSeq transcript:XM_001818378.3; RefSeq protein:XP_001818430.1; KEGG:aor:AO090005001515; KEGG->GeneID:5990375; KEGG->UniProt:Q2UPT7; UniProt:Q2UPT7,False
AO090001000519,AO090001000519,AO090001000519,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991001; RefSeq transcript:XM_001818978.3; RefSeq protein:XP_001819030.1; KEGG:aor:AO090001000519; KEGG->GeneID:5991001; KEGG->UniProt:Q2UN37; UniProt:Q2UN37,False
AO090003000395,AO090003000395,AO090003000395,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991563; RefSeq transcript:XM_001819528.3; RefSeq protein:XP_001819580.3; KEGG:aor:AO090003000395; KEGG->GeneID:5991563; KEGG->UniProt:Q2ULI7; UniProt:Q2ULI7,False
AO090023000750,AO090023000750,AO090023000750,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993259; RefSeq transcript:XM_001821205.3; RefSeq protein:XP_001821257.1; KEGG:aor:AO090023000750; KEGG->GeneID:5993259; KEGG->UniProt:Q2UGR0; UniProt:Q2UGR0,False
AO090010000463,AO090010000463,AO090010000463,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999583; RefSeq transcript:XM_001827397.3; RefSeq protein:XP_001827449.1; KEGG:aor:AO090010000463; KEGG->GeneID:5999583; KEGG->UniProt:Q2TWQ7; UniProt:Q2TWQ7,False
AO090009000459,AO090009000459,AO090009000459,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988847; RefSeq transcript:XM_001816865.3; RefSeq protein:XP_001816917.1; KEGG:aor:AO090009000459; KEGG->GeneID:5988847; KEGG->UniProt:Q2UU50; UniProt:Q2UU50,False
AO090001000329,AO090001000329,AO090001000329,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990835; RefSeq transcript:XM_001818812.3; RefSeq protein:XP_001818864.3; KEGG:aor:AO090001000329; KEGG->GeneID:5990835; KEGG->UniProt:Q2UNK3; UniProt:Q2UNK3,False
AO090026000537,AO090026000537,AO090026000537,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993999; RefSeq transcript:XM_001821919.3; RefSeq protein:XP_001821971.1; KEGG:aor:AO090026000537; KEGG->GeneID:5993999; KEGG->UniProt:Q2UEP6; UniProt:Q2UEP6,False
AO090120000299,AO090120000299,AO090120000299,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996285; RefSeq transcript:XM_001823974.1; RefSeq protein:XP_001824026.1; KEGG:aor:AO090120000299; KEGG->GeneID:5996285; KEGG->UniProt:Q2U6C2; UniProt:Q2U6C2,False
AO090023000956,AO090023000956,AO090023000956,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993449; RefSeq transcript:XM_001821395.3; RefSeq protein:XP_001821447.1; KEGG:aor:AO090023000956; KEGG->GeneID:5993449; KEGG->UniProt:Q2UG70; UniProt:Q2UG70,False
AO090003000688,AO090003000688,AO090003000688,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991820; RefSeq transcript:XM_001819785.3; RefSeq protein:XP_001819837.1; KEGG:aor:AO090003000688; KEGG->GeneID:5991820; KEGG->UniProt:Q2UKT0; UniProt:Q2UKT0,False
AO090003000003,AO090003000003,AO090003000003,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991228; RefSeq transcript:XM_001819193.3; RefSeq protein:XP_001819245.1; KEGG:aor:AO090003000003; KEGG->GeneID:5991228; KEGG->UniProt:Q2UMH2; UniProt:Q2UMH2,False
AO090001000466,AO090001000466,AO090001000466,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990954; RefSeq transcript:XM_023234565.1; RefSeq protein:XP_023089675.1; KEGG:aor:AO090001000466; KEGG->GeneID:5990954; KEGG->UniProt:Q2UN84; UniProt:Q2UN84,False
AO090010000760,AO090010000760,AO090010000760,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999844; RefSeq transcript:XM_001827658.3; RefSeq protein:XP_001827710.1; KEGG:aor:AO090010000760; KEGG->GeneID:5999844; KEGG->UniProt:Q2TVZ6; UniProt:Q2TVZ6,False
AO090038000376,AO090038000376,AO090038000376,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997400; RefSeq transcript:XM_001825253.3; RefSeq protein:XP_001825305.1; KEGG:aor:AO090038000376; KEGG->GeneID:5997400; KEGG->UniProt:Q2U2P3; UniProt:Q2U2P3,False
AO090012000577,AO090012000577,AO090012000577,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988044; RefSeq transcript:XM_001727518.3; RefSeq protein:XP_001727570.1; KEGG:aor:AO090012000577; KEGG->GeneID:5988044; KEGG->UniProt:Q2UCI4; UniProt:Q2UCI4,False
AO090005001259,AO090005001259,AO090005001259,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990148; RefSeq transcript:XM_001818151.3; RefSeq protein:XP_001818203.3; KEGG:aor:AO090005001259; KEGG->GeneID:5990148; KEGG->UniProt:Q2UQG4; UniProt:Q2UQG4,False
AO090023000629,AO090023000629,AO090023000629,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993154; RefSeq transcript:XM_023235687.1; RefSeq protein:XP_023090687.1; KEGG:aor:AO090023000629; KEGG->GeneID:5993154; KEGG->UniProt:Q2UH15; UniProt:Q2UH15,False
AO090701000376,AO090701000376,AO090701000376,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995285; RefSeq transcript:XM_023237344.1; RefSeq protein:XP_023092110.1; KEGG:aor:AO090701000376; KEGG->GeneID:5995285; KEGG->UniProt:Q2U8M0; UniProt:Q2U8M0,False
AO090120000381,AO090120000381,AO090120000381,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996358; RefSeq transcript:XM_001824047.3; RefSeq protein:XP_001824099.1; KEGG:aor:AO090120000381; KEGG->GeneID:5996358; KEGG->UniProt:Q2U649; UniProt:Q2U649,False
AO090701000122,AO090701000122,AO090701000122,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995061; RefSeq transcript:XM_001822952.1; RefSeq protein:XP_001823004.1; KEGG:aor:AO090701000122; KEGG->GeneID:5995061; KEGG->UniProt:Q2U994; UniProt:Q2U994,False
AO090010000207,AO090010000207,AO090010000207,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999372; RefSeq transcript:XM_023233767.1; RefSeq protein:XP_023094078.1; KEGG:aor:AO090010000207; KEGG->GeneID:5999372; UniProt:Q2TXB8,False
AO090001000578,AO090001000578,AO090001000578,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991060; RefSeq transcript:XM_023234617.1; RefSeq protein:XP_023089724.1; KEGG:aor:AO090001000578; KEGG->GeneID:5991060; UniProt:Q2UMX8,False
AO090005001582,AO090005001582,AO090005001582,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990435; RefSeq transcript:XM_001818438.3; RefSeq protein:XP_001818490.1; KEGG:aor:AO090005001582; KEGG->GeneID:5990435; KEGG->UniProt:Q2UPM7; UniProt:Q2UPM7,False
AO090003001092,AO090003001092,AO090003001092,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992173; RefSeq transcript:XM_023235166.1; RefSeq protein:XP_023090210.1; KEGG:aor:AO090003001092; KEGG->GeneID:5992173; UniProt:Q2UJS7,False
AO090020000206,AO090020000206,AO090020000206,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996644; RefSeq transcript:XM_023238112.1; RefSeq protein:XP_023092740.1; KEGG:aor:AO090020000206; KEGG->GeneID:5996644; UniProt:Q2U4U0,False
AO090005001186,AO090005001186,AO090005001186,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990089; RefSeq transcript:XM_023232845.1; RefSeq protein:XP_023089261.1; KEGG:aor:AO090005001186; KEGG->GeneID:5990089; KEGG->UniProt:Q2UQM3; UniProt:Q2UQM3,False
AO090102000156,AO090102000156,AO090102000156,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994433; RefSeq transcript:XM_023236958.1; RefSeq protein:XP_023091694.1; KEGG:aor:AO090102000156; KEGG->GeneID:5994433; KEGG->UniProt:Q2UB10; UniProt:Q2UB10,False
AO090005000093,AO090005000093,AO090005000093,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989154; RefSeq transcript:XM_001817157.3; RefSeq protein:XP_001817209.3; KEGG:aor:AO090005000093; KEGG->GeneID:5989154; KEGG->UniProt:Q2UTA8; UniProt:Q2UTA8,False
AO090005001245,AO090005001245,AO090005001245,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990138; RefSeq transcript:XM_001818141.1; RefSeq protein:XP_001818193.1; KEGG:aor:AO090005001245; KEGG->GeneID:5990138; KEGG->UniProt:Q2UQH4; UniProt:Q2UQH4,False
AO090124000074,AO090124000074,AO090124000074,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995826; RefSeq transcript:XM_023237521.1; RefSeq protein:XP_023092374.1; KEGG:aor:AO090124000074; KEGG->GeneID:5995826; UniProt:Q1XGE2,False
AO090023000840,AO090023000840,AO090023000840,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993345; RefSeq transcript:XM_001821291.1; RefSeq protein:XP_001821343.1; KEGG:aor:AO090023000840; KEGG->GeneID:5993345; KEGG->UniProt:Q2UGH4; UniProt:Q2UGH4,False
AO090120000217,AO090120000217,AO090120000217,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996218; RefSeq transcript:XM_023237649.1; RefSeq protein:XP_023092459.1; KEGG:aor:AO090120000217; KEGG->GeneID:5996218; UniProt:Q2U6I9,False
AO090003001503,AO090003001503,AO090003001503,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992529; RefSeq transcript:XM_001820494.3; RefSeq protein:XP_001820546.3; KEGG:aor:AO090003001503; KEGG->GeneID:5992529; KEGG->UniProt:Q2UIS1; UniProt:Q2UIS1,False
AO090010000615,AO090010000615,AO090010000615,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999712; RefSeq transcript:XM_023233574.1; RefSeq protein:XP_023094252.1; KEGG:aor:AO090010000615; KEGG->GeneID:5999712; UniProt:Q2TWC8,False
AO090120000208,AO090120000208,AO090120000208,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996211; RefSeq transcript:XM_001823900.3; RefSeq protein:XP_001823952.3; KEGG:aor:AO090120000208; KEGG->GeneID:5996211; KEGG->UniProt:Q2U6J6; UniProt:Q2U6J6,False
AO090005000658,AO090005000658,AO090005000658,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989641; RefSeq transcript:XM_001817644.3; RefSeq protein:XP_001817696.1; KEGG:aor:AO090005000658; KEGG->GeneID:5989641; KEGG->UniProt:Q2URX1; UniProt:Q2URX1,False
AO090003000492,AO090003000492,AO090003000492,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:10099376; RefSeq transcript:XM_023234914.1; RefSeq protein:XP_023089985.1; KEGG:aor:AO090003000492; KEGG->GeneID:10099376; KEGG->UniProt:Q2UL99; UniProt:Q2UL99,False
AO090026000593,AO090026000593,AO090026000593,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994051; RefSeq transcript:XM_023236001.1; RefSeq protein:XP_023091090.1; KEGG:aor:AO090026000593; KEGG->GeneID:5994051; KEGG->UniProt:Q2UEJ4; UniProt:Q2UEJ4,False
AO090102000620,AO090102000620,AO090102000620,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994812; RefSeq transcript:XM_001822715.3; RefSeq protein:XP_001822767.1; KEGG:aor:AO090102000620; KEGG->GeneID:5994812; KEGG->UniProt:Q2U9Y1; UniProt:Q2U9Y1,False
AO090011000764,AO090011000764,AO090011000764,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998448; RefSeq transcript:XM_001826293.3; RefSeq protein:XP_001826345.1; KEGG:aor:AO090011000764; KEGG->GeneID:5998448; KEGG->UniProt:Q2TZQ3; UniProt:Q2TZQ3,False
AO090009000400,AO090009000400,AO090009000400,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988799; RefSeq transcript:XM_023235099.1; RefSeq protein:XP_023088646.1; KEGG:aor:AO090009000400; KEGG->GeneID:5988799; KEGG->UniProt:Q2UU98; UniProt:Q2UU98,False
AO090020000450,AO090020000450,AO090020000450,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997084; RefSeq transcript:XM_023237993.1; RefSeq protein:XP_023092847.1; KEGG:aor:AO090020000450; KEGG->GeneID:5997084; UniProt:Q2U480,False
AO090701000359,AO090701000359,AO090701000359,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995271; RefSeq transcript:XM_001823162.3; RefSeq protein:XP_001823214.1; KEGG:aor:AO090701000359; KEGG->GeneID:5995271; KEGG->UniProt:Q2U8N4; UniProt:Q2U8N4,False
AO090005000934,AO090005000934,AO090005000934,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989883; RefSeq transcript:XM_001817886.3; RefSeq protein:XP_001817938.1; KEGG:aor:AO090005000934; KEGG->GeneID:5989883; KEGG->UniProt:Q2UR79; UniProt:Q2UR79,False
AO090020000010,AO090020000010,AO090020000010,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996479; RefSeq transcript:XM_001824341.3; RefSeq protein:XP_001824393.1; KEGG:aor:AO090020000010; KEGG->GeneID:5996479; KEGG->UniProt:Q2U5A5; UniProt:Q2U5A5,False
AO090003000257,AO090003000257,AO090003000257,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991449; RefSeq transcript:XM_001819414.3; RefSeq protein:XP_001819466.1; KEGG:aor:AO090003000257; KEGG->GeneID:5991449; KEGG->UniProt:Q2ULV1; UniProt:Q2ULV1,False
AO090003000735,AO090003000735,AO090003000735,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991865; RefSeq transcript:XM_023235010.1; RefSeq protein:XP_023090072.1; KEGG:aor:AO090003000735; KEGG->GeneID:5991865; KEGG->UniProt:Q2UKN5; UniProt:Q2UKN5,False
AO090005001632,AO090005001632,AO090005001632,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990481; RefSeq transcript:XM_001818484.3; RefSeq protein:XP_001818536.1; KEGG:aor:AO090005001632; KEGG->GeneID:5990481; KEGG->UniProt:Q2UPI1; UniProt:Q2UPI1,False
AO090009000291,AO090009000291,AO090009000291,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988702; RefSeq transcript:XM_001816720.3; RefSeq protein:XP_001816772.1; KEGG:aor:AO090009000291; KEGG->GeneID:5988702; KEGG->UniProt:Q2UUJ5; UniProt:Q2UUJ5,False
AO090010000465,AO090010000465,AO090010000465,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999585; RefSeq transcript:XM_001827399.3; RefSeq protein:XP_001827451.1; KEGG:aor:AO090010000465; KEGG->GeneID:5999585; KEGG->UniProt:Q2TWQ5; UniProt:Q2TWQ5,False
AO090011000515,AO090011000515,AO090011000515,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998244; RefSeq transcript:XM_023232986.1; RefSeq protein:XP_023093534.1; KEGG:aor:AO090011000515; KEGG->GeneID:5998244; KEGG->UniProt:Q2U0A7; UniProt:Q2U0A7,False
AO090102000391,AO090102000391,AO090102000391,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994625; RefSeq transcript:XM_001822528.3; RefSeq protein:XP_001822580.1; KEGG:aor:AO090102000391; KEGG->GeneID:5994625; KEGG->UniProt:Q2UAG8; UniProt:Q2UAG8,False
AO090120000333,AO090120000333,AO090120000333,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996316; RefSeq transcript:XM_023237699.1; RefSeq protein:XP_023092502.1; KEGG:aor:AO090120000333; KEGG->GeneID:5996316; KEGG->UniProt:Q2U691; UniProt:Q2U691,False
AO090005001222,AO090005001222,AO090005001222,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990118; RefSeq transcript:XM_001818121.1; RefSeq protein:XP_001818173.1; KEGG:aor:AO090005001222; KEGG->GeneID:5990118; KEGG->UniProt:Q2UQJ4; UniProt:Q2UQJ4,False
AO090026000314,AO090026000314,AO090026000314,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993816; RefSeq transcript:XM_001821736.3; RefSeq protein:XP_001821788.1; KEGG:aor:AO090026000314; KEGG->GeneID:5993816; KEGG->UniProt:Q2UF79; UniProt:Q2UF79,False
AO090011000320,AO090011000320,AO090011000320,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998072; RefSeq transcript:XM_001825917.1; RefSeq protein:XP_001825969.1; KEGG:aor:AO090011000320; KEGG->GeneID:5998072; KEGG->UniProt:Q2U0S9; UniProt:Q2U0S9,False
AO090005000459,AO090005000459,AO090005000459,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989469; RefSeq transcript:XM_001817472.3; RefSeq protein:XP_001817524.1; KEGG:aor:AO090005000459; KEGG->GeneID:5989469; KEGG->UniProt:Q2USE3; UniProt:Q2USE3,False
AO090038000608,AO090038000608,AO090038000608,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997599; RefSeq transcript:XM_023238214.1; RefSeq protein:XP_023093204.1; KEGG:aor:AO090038000608; KEGG->GeneID:5997599; KEGG->UniProt:Q2U244; UniProt:Q2U244,False
AO090012000403,AO090012000403,AO090012000403,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987899; RefSeq transcript:XM_001727373.3; RefSeq protein:XP_001727425.3; KEGG:aor:AO090012000403; KEGG->GeneID:5987899; KEGG->UniProt:Q2UCX9; UniProt:Q2UCX9,False
