record_id,ao_locus_tag,gene_name,function,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,sig_all_three,direction_all_three,manual_review_required,secondary_subsystems,placement_status
AOR00164,AO090003000057,,protein folding,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,unknown,True,up,False,,assigned
AOR00165,AO090003001225,,"Glycosylation/modification , class I α-mannosidase ",er_glycosylation,liu2014_description+uniprot+kegg_ko,high,Class I alpha-mannosidase (KO K01230) performs ER N-glycan mannose trimming; ER quality control is a secondary role.,30.0,unknown,False,,False,folding,assigned
AOR00166,AO090038000177,,"Glycosylation/modification , α-1,3-mannosyltransferase ",golgi_processing,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",90.0,membrane,False,,False,,assigned
AOR00167,AO090003000829,,"Protein folding/UPR , Protein disulfide isomerase prpA ",folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,True,up,False,,assigned
AOR00168,AO090011000579,,Protein disulfide isomerase,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,membrane,False,,False,,assigned
AOR00169,AO090009000361,,Sorting receptor vacuolar hydrolases,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00170,AO090102000101,mvp1,PtdIns-3-P binding protein,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00171,AO090009000707,,Myosin motor,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00172,AO090701000790,,"Cellular export and secretion , Involved in nonclassical protein export pathway ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00173,AO090701000148,,Flippase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00174,AO090023000762,,N-myristoyl transferase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00175,AO090005000811,npl4,ERADL,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,False,,False,,assigned
AOR00176,AO090023000485,,R.III type SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,membrane,False,,False,,assigned
AOR00177,AO090038000451,,P-loop ATPase,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,True,down,False,,assigned
AOR00178,AO090009000257,,"ERADL; Protein degradation , conserved ER protein ",erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,membrane,False,,False,,assigned
AOR00179,AO090001000698,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, αSU ",er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,True,up,False,,assigned
AOR00180,AO090001000747,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, γSU ",er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,True,up,False,,assigned
AOR00181,AO090166000087,,ERglycosylation,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,membrane,False,,False,,assigned
AOR00182,AO090701000218,pbn1,GPI Man-transferase subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00183,AO090001000429,,Phosphoglucomutase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00184,AO090001000733,pdiA,"protein folding; Protein folding/UPR , Protein disulfide isomerase pdiAh ",folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,True,up,False,,assigned
AOR00185,AO090120000344,,"Protein folding/UPR , Protein disulfide isomerase tigA ",folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,False,,False,,assigned
AOR00186,AO090010000769,vps10,Sorting receptor vacuolar hydrolases,cpy_pathway,current_annotation,medium,Specific current database function annotation.,120.0,unknown,False,,False,,assigned
AOR00187,AO090003001001,,Retromer coat,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00188,AO090701000381,,"Protein degradation , E2 ubiquitin-conjugating enzyme—peroxin ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00189,AO090001000706,,"Cellular export and secretion , Secretory pathway Ca2 &#1;-ATPase pmrA ",golgi_processing,liu2014,high,Verified Liu 2014 Table S1 subsystem.,90.0,unknown,False,,False,,assigned
AOR00190,AO090020000105,,ERglycosylation,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,False,,False,,assigned
AOR00191,AO090012001021,,ERglycosylation,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,False,,False,,assigned
AOR00192,AO090023000336,,"Erglycosylation; Glycosylation/modification , O-mannosyltransferase ",er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,False,,False,,assigned
AOR00193,AO090005001528,png1,ERADL,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,False,,False,,assigned
AOR00194,AO090023000824,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00195,AO090003000095,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00196,AO090005000157,,20S CP proteasomal β subunit,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,False,,False,,assigned
AOR00197,AO090003000016,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00198,AO090701000060,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00199,AO090102000273,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00200,AO090003000015,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00201,AO090005000451,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00202,AO090001000574,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00203,AO090003001069,mpg1,"Glycosylation/modification , Mannose-1-phosphate guanyltransferase ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00204,AO090005001595,,Ser/Thr phospatase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00205,AO090003000295,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00206,AO090026000504,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00207,AO090023000831,,20S CP proteasomal β subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00208,AO090009000655,,ERADL,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,cytosol,False,,False,,assigned
AOR00209,AO090026000726,,Ras GTPase RasA,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00210,AO090011000535,,"COPI; Vesicular transport of proteins between ER and Golgi, retention of ER membrane proteins",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,membrane,True,up,False,,assigned
AOR00211,AO090003001085,,"Vesicular transport of proteins between ER and Golgi, retention of ER membrane proteins ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,vesicle,False,,False,,assigned
AOR00212,AO090005001114,,"COPI; Vesicular transport of proteins between ER and Golgi, Delta subunit of the coatomer complex (COPI)",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,False,,False,,assigned
AOR00213,AO090011000777,,"COPI; Vesicular transport of proteins between ER and Golgi, vesicle coat complex COPI, zeta subunit",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,False,,False,,assigned
AOR00214,AO090001000748,,"Dolichol pathway; Glycosylation/modification , flippase ",dolichol_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,20.0,unknown,False,,False,,assigned
AOR00215,AO090003000071,,Ras GTPase RhoA,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00216,AO090102000559,,"protein folding; Trimming and quality control of N-glycosylated folded proteins, glucosidase II, αSU ",folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,True,up,False,,assigned
AOR00217,AO090003000947,,"Fusion protein, precursor of Ub",erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,False,,False,,assigned
AOR00218,AO090120000290,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00219,AO090005001381,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00220,AO090023000714,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00221,AO090020000084,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00222,AO090020000338,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00223,AO090001000417,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00224,AO090012001005,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00225,AO090003000397,,19S RP proteasome ATPase,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,False,,False,,assigned
AOR00226,AO090003000679,,"Fusion protein, precursor of Ub",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00227,AO090003000692,,"Protein degradation , 26S proteasome regulatory subunit ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00228,AO090003000056,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00229,AO090001000434,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00230,AO090206000022,,19S RP proteasome ATPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00231,AO090005001643,,"Golgi processing; Vesicular transport of proteins between ER and Golgi, Golgi-matrix protein ",golgi_processing,liu2014,high,Verified Liu 2014 Table S1 subsystem.,90.0,Golgi,True,down,False,,assigned
AOR00232,AO090009000668,,Amphiphysin protein: actin polarization,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00233,AO090003000842,sar1,"COPII; Vesicle trafficking/transport , GTPase (ER to Golgi) ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,True,up,False,,assigned
AOR00234,AO090003000853,,"TC,ERADL; Translocation to ER, Translocon (gamma subunit) ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,erad,assigned
AOR00235,AO090038000586,,ER DnaJ co-chaperone,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,True,up,False,,assigned
AOR00236,AO090003000682,,20S CP proteasomal α subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00237,AO090010000460,,"LDSV; Vacuolar protein sorting , VPS (Golgi to plasma membrane) ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,True,,unassigned
AOR00238,AO090010000771,,"LDSV; Cellular export and secretion , exocyst complex SU",ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00239,AO090012000838,sec11,"TC; Translocation to ER, signal peptidase complex SU ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00240,AO090023000986,sec13,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,False,,False,,assigned
AOR00241,AO090003000509,,"Cellular export and secretion , Cytosolic factor phosphatidylinositol transfer ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00242,AO090701000006,,LDSV,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00243,AO090701000149,sec16,COPII,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,False,,False,,assigned
AOR00244,AO090026000347,,COPII,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,membrane,False,,False,,assigned
AOR00245,AO090005000718,,"COPII,HDSV,LDSV,CPY,ALP pathway; Cellular export and secretion , Putative secretory component nsfA ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,cytosol,False,,False,hdsv; ldsv; cpy_pathway; alp_pathway,assigned
AOR00246,,,Qb-SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,False,,True,,uncertain
AOR00247,AO090026000599,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, γ SU ",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,False,,False,,assigned
AOR00248,AO090701000139,,"COPII, R-SNARE",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,False,,False,snare,assigned
AOR00249,AO090005000760,sec23,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,False,,False,,assigned
AOR00250,AO090003000403,sec24,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,False,,False,,assigned
AOR00251,AO090038000308,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, β SU ",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,True,up,False,,assigned
AOR00252,AO090011000577,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, β ' SU ",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,False,,False,,assigned
AOR00253,AO090012000556,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, ε SU ",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,False,,False,,assigned
AOR00254,AO090003000913,,LDSV,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00255,AO090026000337,sec31,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,True,up,False,,assigned
AOR00256,AO090206000003,,"LDSV; Vesicle trafficking/transport , GTPase (Golgi to plasma membrane) ",ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,unknown,False,,False,,assigned
AOR00257,AO090012000630,,LDSV,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00258,AO090003001162,,"LDSV; Cellular export and secretion , subunit of the exocyst complex, targeting of secretory vesicles to active sites of exocytosis",ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00259,AO090701000730,,"TC; Translocation to ER, Translocon (alpha subunit) ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00260,AO090026000361,,"TC; Translocation to ER, ER protein-translocation complex subunit ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00261,AO090005001238,,"TC; Translocation to ER, ER protein-translocation complex subunit ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00262,AO090005000120,,"TC; Translocation to ER, 19-kDa signal recognition particle ",tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,cytosol,False,,False,,assigned
AOR00263,AO090103000044,,"TC; Translocation to ER, ER protein-translocation complex subunit ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,ER,True,up,False,,assigned
AOR00264,AO090005000435,,"GEF HypB for ARFs, LDSV; Cellular export and secretion , Reticulocyte binding protein ",ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,unknown,False,,False,,assigned
AOR00265,AO090701000291,,Targeting and import to the ER,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,cytosol,True,up,False,,assigned
AOR00266,AO090701000290,,"Translocation to ER, ER protein-translocation complex subunit ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00267,AO090701000719,,LDSV,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,False,,False,,assigned
AOR00268,AO090020000134,,Qa.II type SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,membrane,False,,False,,assigned
AOR00269,AO090001000326,sey1,Dynamin GTPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00270,AO090005001279,,Sorting of PmaA,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,False,,False,,assigned
AOR00271,AO090038000454,,TTC protein,tc,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",10.0,ER,False,,False,,assigned
AOR00272,AO090003001273,,"ER packaging chaperone; Cellular export and secretion , Secretory component protein, putative ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,False,,False,,assigned
AOR00273,AO090003000363,,"Protein folding/UPR , Stress response transcription factor srrA ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,False,,False,,assigned
AOR00274,AO090020000087,,Actin linking to clathrin,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00275,AO090011000843,,"Lipid/inositol metabolism , Fatty acyltransferase ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00276,AO090009000199,,MAP kinase: polarized growth,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00277,AO090701000606,,"SM protein, binds Sed5",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00278,AO090009000654,smp3,GPI biosynthesis,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,False,,False,,assigned
AOR00279,AO090012000430,,R.IV type SNARE,snare,liu2014,high,Verified Liu 2014 Table S1 subsystem.,140.0,membrane,False,,False,,assigned
AOR00280,AO090023000164,,"Vacuolar protein sorting , Sorting nexin, retrieval from endosomes ",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,unknown,False,,False,,assigned
AOR00281,AO090005000615,,"TC; Translocation to ER, signal peptidase complex SU ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00282,AO090102000523,,"TC; Translocation to ER,  signal peptidase complex SU ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,True,up,False,,assigned
AOR00283,AO090012000773,,"Cell wall biogenesis , P-type ATPase—unknown function ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00284,AO090005000980,,GPI biosynthesis,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,False,,False,,assigned
AOR00285,AO090701000163,,"TC; Translocation to ER, signal recognition particle receptor ",tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,unknown,False,,False,,assigned
AOR00286,AO090011000933,,TC,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,unknown,False,,False,,assigned
AOR00287,AO090011000469,,"TC; Translocation to ER, signal recognition particle SU ",tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,cytosol,False,,False,,assigned
AOR00288,AO090120000351,,TC,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,ER,False,,False,,assigned
AOR00289,AO090102000593,,"TC; Translocation to ER, signal recognition particle, subunit ",tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,False,,False,,assigned
AOR00290,AO090003000956,,TC,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,cytosol,False,,False,,assigned
AOR00291,AO090003001205,,TC,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,unknown,False,,False,,assigned
AOR00292,AO090012000995,,"Protein folding/UPR , Heat shock protein, 70 kDa ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,False,,False,,assigned
AOR00293,AO090011000513,,"Protein folding/UPR , Heat shock protein, 70 kDa ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,False,,False,,assigned
AOR00294,AO090103000007,,"Protein folding/UPR , Heat shock protein, 70 kDa, hscA ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,False,,False,,assigned
AOR00295,AO090113000129,,Hsp90 chaperone complex,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,False,,False,,assigned
AOR00296,AO090010000311,,Qa.IV type SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,False,,False,,assigned
AOR00297,AO090005001482,dapB,Golgi processing,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,unknown,False,,False,,assigned
AOR00298,AO090038000562,,Hsp90 co-chaperone,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,False,,False,,assigned
AOR00299,AO090103000069,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, SU ",er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,True,up,False,,assigned
AOR00300,AO090003000421,,Structural: microtule dynamics,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00301,AO090020000592,,HDSV,hdsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,110.0,vesicle,False,,False,,assigned
AOR00302,AO090023000690,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex,Delta (essential) subunit",er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,True,up,False,,assigned
AOR00303,AO090012000240,,"DNA, SC012",snare,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",140.0,membrane,False,,False,,assigned
AOR00304,AO090038000561,,Tricalbin,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00305,AO090120000250,,Cargo exit from ER,gpi_biosynthesis,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",50.0,ER,False,,False,,assigned
AOR00306,AO090102000487,,Qc-SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,unknown,False,,False,,assigned
AOR00307,AO090003001228,,Qa.III.a type SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,unknown,False,,False,,assigned
AOR00308,AO090023000078,,C-methylation of prenylCys.,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00309,AO090012000873,,"tRNA ligase required for tRNA splicing; Protein folding/UPR , tRNA ligase ",folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,False,,False,,assigned
AOR00310,AO090701000055,,"Vesicular transport of proteins between ER and Golgi, Targeting and fusion of ER-Golgi vesicles ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,Golgi,False,,False,,unassigned
AOR00311,AO090011000833,,COPII,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,False,,False,,assigned
AOR00312,AO090120000403,,COPII,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,False,,False,,assigned
AOR00313,AO090701000012,,COPII,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,False,,False,,assigned
AOR00314,AO090005001065,,Thioredoxin,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00315,AO090009000281,,β-tubulin TubB,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00316,AO090005000840,,α-tubulin TubA,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
AOR00317,AO090009000287,tvp38,Asymetric localization of Kar9,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00318,AO090012000248,,"Protein degradation , Ubiquitin-activating enzyme ",erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,False,,False,,assigned
AOR00319,AO090701000588,,"Protein degradation , E2 ubiquitin-conjugating enzyme ",erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,False,,False,,assigned
AOR00320,AO090102000609,,"ERADM,ERADL; Protein degradation , Ubiquitin-conjugating enzyme (UBC7 ortholog) ",erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,False,,False,,assigned
AOR00321,AO090103000399,,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),hdsv,liu2014,high,Verified Liu 2014 Table S1 subsystem.,110.0,vesicle,False,,False,,assigned
AOR00322,AO090102000527,,Ub-specific protease,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00323,AO090011000379,,"ERADL, Ub activator domain protein",erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,False,,False,,assigned
AOR00324,AO090005000853,,ERADL,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,False,,False,,assigned
AOR00325,AO090023000839,,Ub-Ub ligase,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,cytosol,False,,False,,assigned
AOR00326,AO090011000678,,Qa-SNARE,snare,liu2014,high,Verified Liu 2014 Table S1 subsystem.,140.0,membrane,False,,False,,assigned
AOR00327,AO090038000558,,UGPase,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00328,AO090026000428,,ER export receptor,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,membrane,False,,False,,assigned
AOR00329,AO090012000504,,"COPII; Vesicular transport of proteins between ER and Golgi, SNARE complex assembly protein ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,Golgi,False,,True,,unassigned
AOR00330,AO090113000014,vac8,Cytoplasm to vacuole targeting,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00331,AO090023000864,,"ALPpathway, Qa-SNARE",alp_pathway,liu2014,high,Verified Liu 2014 Table S1 subsystem.,130.0,vacuole,False,,False,snare,assigned
