record_id,ao_locus_tag,liu_ao_locus_tag,liu_source_raw,liu_table_row,gene_name,function,record_type,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,compartment_source,compartment_confidence,glycosylation_role,glycosylation_role_source,glycosylation_role_confidence,sig_all_three,direction_all_three,record_origin,evidence_source,yeast_ortholog,citation,mapping_status,mapping_method,manual_review_required,uniprot_accession,kegg_gene_id,kegg_ko,ncbi_gene_id
AOR00066,AO090009000300,AO090009000300,||Oliveira et al 2010-A. niger|,S1:68,,Phosphoesterase: UPR downregulation,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,DCR2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUI6,aor:AO090009000300,,5988711
AOR00067,AO090005000469,AO090005000469,||Oliveira et al 2010-A. niger|,S1:69,ddi1,Ub-dependent protein catabolism,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,DDI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2USD7,,ko:K11885,
AOR00068,AO090701000551,AO090701000551,bhits|||,S1:70,,ERADM,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,DER1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U866,aor:AO090701000551,,5995439
AOR00069,AO090701000076,AO090701000076,bhits|wang et al 2010-AO||,S1:71,,"Protein degradation , ER associated protein degradation ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,unknown,DER1/DFM1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9D2,aor:AO090701000076,ko:K13989,
AOR00070,AO090026000548,AO090026000548,inparanoid+besthit|||,S1:72,,Dolichol pathway,machinery_component,dolichol_pathway,liu2014,high,Verified Liu 2014 Table S1 subsystem.,20.0,unknown,uniprot_conflict,low,n_glycan_assembly,liu2014,high,False,,liu2014,yeast_inference,DIE2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEN7,aor:AO090026000548,ko:K03850,
AOR00071,AO090010000776,AO090010000776,bhits||Oliveira et al 2010-A. niger|,S1:73,,"Dynamin GTPase, HDSV",machinery_component,hdsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,110.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,DNM1/VPS1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TVY0,aor:AO090010000776,ko:K17065,5999860
AOR00072,AO090003000271,AO090003000271,|wang et al 2010-AO||,S1:74,,"Protein degradation , Ubiquitin-specific protease ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,DOA4 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULT9,aor:AO090003000271,ko:K11839,5991461
AOR00073,AO090003000589,AO090003000589,inparanoid+besthit|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:75,,"Dolichol pathway; Glycosylation/modification , dolichol phosphate mannose synthase ",machinery_component,dolichol_pathway,liu2014,high,Verified Liu 2014 Table S1 subsystem.,20.0,ER,uniprot,high,n_glycan_assembly,liu2014,high,True,up,liu2014,yeast_inference,DPM1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UL12,aor:AO090003000589,ko:K00721,5991738
AOR00074,AO090011000813,AO090011000813,||Oliveira et al 2010-A. niger|,S1:76,,Flippase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,DRS2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZK9,aor:AO090011000813,ko:K14802,5998492
AOR00075,AO090003000467,AO090003000467,inparanoid+besthit|||,S1:77,,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,unassigned,low,none,,,False,,liu2014,yeast_inference,DSK2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULC1,aor:AO090003000467,ko:K04523,5991629
AOR00076,AO090166000088,AO090166000088,||Oliveira et al 2010-A. niger|,S1:78,,Unknown ER DnaK protein,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,ECM10,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9M9,aor:AO090166000088,,5994925
AOR00077,AO090011000638,AO090011000638,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:79,,"Protein folding/UPR , Heat shock protein, 70 kDa ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,ECM10 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U008,aor:AO090011000638,ko:K04043,5998343
AOR00078,AO090005001095,AO090005001095,|wang et al 2010-AO||,S1:80,,"Cell wall biogenesis , Involved in cell wall biogenesis, architecture ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,unknown,ECM3 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQU7,aor:AO090005001095,ko:K24139,5990015
AOR00079,AO090038000276,AO090038000276,bhits|wang et al 2010-AO||,S1:81,,"COPII; Vesicular transport of proteins between ER and Golgi, COPII vesicle membrane component ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,EMP24,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U2X9,aor:AO090038000276,ko:K20347,5997314
AOR00080,AO090102000145,AO090102000145,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:82,,"Vesicular transport of proteins between ER and Golgi, COPII vesicle membrane component ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,membrane,uniprot,high,none,,,True,up,liu2014,aspergillus_homolog,EMP47,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UB21,aor:AO090102000145,ko:K10080,5994422
AOR00081,AO090103000412,AO090103000412,|wang et al 2010-AO||,S1:83,,"COPII; Vesicular transport of proteins between ER and Golgi, endosomal membrane proteins, EMP70",machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,EMP70,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TY32,aor:AO090103000412,ko:K17086,5999096
AOR00082,AO090012000592,AO090012000592,|wang et al 2010-AO||,S1:84,end3,"Vacuolar protein sorting , VPS plasma membrane to endosome ",machinery_component,cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,END3 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCH0,aor:AO090012000592,ko:K20048,5988058
AOR00083,AO090120000220,AO090120000220,||Oliveira et al 2010-A. niger|,S1:85,,Epsin-like domain protein,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,ENT3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6I6,aor:AO090120000220,ko:K12471,5996221
AOR00084,AO090005000648,AO090005000648,|wang et al 2010-AO||,S1:86,,"Lipid/inositol metabolism , sn-1,2-Diacylglycerol ethanolamine ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,unknown,EPT1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URX9,aor:AO090005000648,ko:K00993,5989633
AOR00085,AO090102000650,AO090102000650,inparanoid+besthit|||,S1:87,,COPI,machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,ERD2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9V6,aor:AO090102000650,ko:K10949,5994837
AOR00086,AO090026000646,AO090026000646,|wang et al 2010-AO||,S1:88,,"Vesicular transport of proteins between ER and Golgi, ER retention HDEL-receptor ",machinery_component,copi,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,ERD2 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEE8,aor:AO090026000646,,5994097
AOR00087,AO090003000036,AO090003000036,||Oliveira et al 2010-A. niger|,S1:89,,DnaJ-domain protein,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,membrane,uniprot,high,none,,,True,up,liu2014,aspergillus_homolog,ERJ5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UME0,aor:AO090003000036,,5991260
AOR00088,AO090011000874,AO090011000874,inparanoid+besthit|wang et al 2010-AO||,S1:90,,"Protein folding/UPR , ER located DNA-J protein ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,subsystem_inference,medium,none,,,True,up,liu2014,yeast_inference,ERJ5/SCJ1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZF2,aor:AO090011000874,ko:K14002,5998549
AOR00089,AO090005000630,AO090005000630,inparanoid+besthit|wang et al 2010-AO||,S1:91,,protein folding,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,ERO1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URZ3,aor:AO090005000630,ko:K10976,5989619
AOR00090,AO090023000834,AO090023000834,|wang et al 2010-AO||,S1:92,,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,"ERP1, ERP5, ERP6, ERV25",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGI0,aor:AO090023000834,ko:K20346,5993339
AOR00091,AO090102000528,AO090102000528,|wang et al 2010-AO||,S1:93,,COPII,machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,membrane,uniprot,high,none,,,True,up,liu2014,unknown,"ERP2, ERP3, ERP4",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA62,aor:AO090102000528,,5994731
AOR00092,AO090005000162,AO090005000162,inparanoid+besthit|||,S1:94,,protein folding,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,ERV2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UT45,aor:AO090005000162,,5989217
AOR00093,AO090038000244,AO090038000244,inparanoid+besthit|wang et al 2010-AO||,S1:95,,"COPII; Vesicular transport of proteins between ER and Golgi, glycoprotein cargo receptor ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,membrane,uniprot,high,none,,,True,up,liu2014,yeast_inference,ERV29,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U306,aor:AO090038000244,ko:K20369,5997287
AOR00094,AO090701000797,AO090701000797,|wang et al 2010-AO||,S1:96,,"COPII; Vesicular transport of proteins between ER and Golgi, COPII vesicle fusion ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,unknown,ERV41,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U7L0,aor:AO090701000797,ko:K20366,5995645
AOR00095,AO090003000808,AO090003000808,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:97,,"Erv41/46 complex; Vesicular transport of proteins between ER and Golgi, COPII vesicle fusion ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,aspergillus_homolog,ERV46,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKH3,aor:AO090003000808,ko:K20367,5991927
AOR00096,AO090011000848,AO090011000848,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:98,,"Protein folding/UPR , peptidyl-prolyl cis-trans isomerase NIMA-interacting 1",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,ESS1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZH7,aor:AO090011000848,ko:K09578,
AOR00097,AO090026000449,AO090026000449,inparanoid+besthit|wang et al 2010-AO||,S1:99,,"LDSV; Cellular export and secretion , exocyst complex SU",machinery_component,ldsv,liu2014,high,Verified Liu 2014 Table S1 subsystem.,100.0,vesicle,subsystem_inference,medium,none,,,True,up,liu2014,yeast_inference,EXO70,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEW6,aor:AO090026000449,ko:K07195,5993929
AOR00098,AO090023000477,AO090023000477,inparanoid+besthit|||,S1:100,,LDSV,machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,EXO84,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UHE7,aor:AO090023000477,ko:K19986,5993022
AOR00099,AO090023000516,AO090023000516,|wang et al 2010-AO||,S1:101,,"Protein folding/UPR , FAD synthase ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,FAD1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UHB1,aor:AO090023000516,ko:K00953,5993058
AOR00100,AO090103000136,AO090103000136,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:102,,"Protein folding/UPR , PPlase, FK506-binding protein ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,FPR1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TYR8,aor:AO090103000136,ko:K09568,5998860
AOR00101,AO090005001515,AO090005001515,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:103,fpr2,"PPIase FK506 binding protein; Protein folding/UPR , FK506/rapamycin-binding protein of the ER ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,none,,,True,up,liu2014,aspergillus_homolog,FPR2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPT7,aor:AO090005001515,ko:K09569,
AOR00102,AO090001000519,AO090001000519,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:104,fpr4,"Protein folding/UPR , Proline cis-trans isomerase; Protein folding/UPR , Nucleolar peptidyl-prolyl cis-trans isomerase ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,"FPR3,FPR4 ",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UN37,aor:AO090001000519,ko:K14826,5991001
AOR00103,AO090003000395,AO090003000395,inparanoid+besthit|||,S1:105,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,subsystem_inference,medium,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GAA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULI7,aor:AO090003000395,ko:K05289,5991563
AOR00104,AO090023000750,AO090023000750,inparanoid+besthit|||,S1:106,,GPI biosynthesis,machinery_component,gpi_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,50.0,unknown,uniprot_conflict,low,gpi_anchor,liu2014,high,True,up,liu2014,yeast_inference,GAB1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGR0,aor:AO090023000750,ko:K05293,5993259
AOR00105,AO090010000463,AO090010000463,||Oliveira et al 2010-A. niger|,S1:107,,UDP-Glc 4-epimerase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GAL10,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TWQ7,aor:AO090010000463,ko:K01784,5999583
AOR00106,AO090009000459,AO090009000459,|wang et al 2010-AO||,S1:108,,"Protein folding/UPR , bZIP transcription factor ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,GCN4 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UU50,aor:AO090009000459,,
AOR00107,AO090001000329,AO090001000329,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:109,,"Guanosine-diphosphatase; Glycosylation/modification ,  guanosine diphosphatase ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GDA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UNK3,aor:AO090001000329,ko:K01526,5990835
AOR00108,AO090026000537,AO090026000537,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:110,,"GDP dissociation inhibitor; Cellular export and secretion , Secretory pathway GDP-dissociation inhibitor ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GDI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEP6,aor:AO090026000537,ko:K17255,5993999
AOR00109,AO090120000299,AO090120000299,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:111,,"GEF for ARFs; Vesicular transport of proteins between ER and Golgi, guanine nucleotide exchange factor on ARF ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GEA2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6C2,aor:AO090120000299,ko:K18443,5996285
AOR00110,AO090023000956,AO090023000956,||Oliveira et al 2010-A. niger|,S1:112,get1,GET subunit,machinery_component,tc,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,GET1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UG70,aor:AO090023000956,ko:K22384,5993449
AOR00111,AO090003000688,AO090003000688,||Oliveira et al 2010-A. niger|,S1:113,get3,GET subunit,machinery_component,tc,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,GET3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKT0,aor:AO090003000688,ko:K01551,5991820
AOR00112,AO090003000003,AO090003000003,||Oliveira et al 2010-A. niger|,S1:114,,Gln-Fru-6-P amidotransferase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GFA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMH2,aor:AO090003000003,ko:K00820,
AOR00113,AO090001000466,AO090001000466,inparanoid+besthit|||,S1:115,,CPY,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,Golgi,uniprot,high,none,,,False,,liu2014,yeast_inference,"GGA1, GGA2",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UN84,aor:AO090001000466,ko:K12404,5990954
AOR00114,AO090010000760,AO090010000760,bhits|||,S1:116,,GlcNAc-transferase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,GNT1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TVZ6,aor:AO090010000760,,5999844
AOR00115,AO090038000376,AO090038000376,||Oliveira et al 2010-A. niger|,S1:117,,Qb.II type SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,GOS1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U2P3,aor:AO090038000376,ko:K08495,5997400
AOR00116,AO090012000577,AO090012000577,||Oliveira et al 2010-A. niger|,S1:118,,FadA: proliferation,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,GPA2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCI4,aor:AO090012000577,ko:K04630,
AOR00117,AO090005001259,AO090005001259,inparanoid+besthit|||,S1:119,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,subsystem_inference,medium,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQG4,aor:AO090005001259,ko:K03860,5990148
AOR00118,AO090023000629,AO090023000629,inparanoid+besthit|||,S1:120,gpi10,GPI biosynthesis,machinery_component,gpi_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,50.0,unknown,uniprot_conflict,low,gpi_anchor,liu2014,high,False,,liu2014,yeast_inference,GPI10,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UH15,,ko:K05286,5993154
AOR00119,AO090701000376,AO090701000376,||Oliveira et al 2010-A. niger|,S1:121,,Man-EthNH P-transferase,machinery_component,gpi_biosynthesis,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",50.0,unknown,uniprot_conflict,low,gpi_anchor,kegg_pathway,medium,False,,liu2014,aspergillus_homolog,GPI11,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U8M0,aor:AO090701000376,ko:K05287,5995285
AOR00120,AO090120000381,AO090120000381,inparanoid+besthit|||,S1:122,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,subsystem_inference,medium,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI12,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U649,aor:AO090120000381,ko:K03434,5996358
AOR00121,AO090701000122,AO090701000122,inparanoid+besthit|||,S1:123,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,uniprot_conflict,low,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI13,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U994,aor:AO090701000122,ko:K05288,5995061
AOR00122,AO090010000207,AO090010000207,inparanoid+besthit|||,S1:124,gpi14,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,uniprot_conflict,low,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI14,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TXB8,,ko:K05284,
AOR00123,AO090001000578,AO090001000578,inparanoid+besthit|||,S1:125,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,subsystem_inference,medium,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI16,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMX8,aor:AO090001000578,ko:K05292,
AOR00124,AO090005001582,AO090005001582,inparanoid+besthit|||,S1:126,,GPI biosynthesis,machinery_component,gpi_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,50.0,unknown,uniprot_conflict,low,gpi_anchor,liu2014,high,False,,liu2014,yeast_inference,GPI17,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPM7,aor:AO090005001582,ko:K05291,
AOR00125,AO090003001092,AO090003001092,inparanoid+besthit|||,S1:127,gpi18,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,uniprot_conflict,low,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI18,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJS7,,ko:K07542,
AOR00126,AO090020000206,AO090020000206,inparanoid+besthit|||,S1:128,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,membrane,uniprot,high,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,GPI2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U4U0,aor:AO090020000206,ko:K03859,
AOR00127,AO090005001186,AO090005001186,inparanoid+besthit|||,S1:129,,GPI biosynthesis,machinery_component,gpi_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,50.0,ER,subsystem_inference,medium,gpi_anchor,liu2014,high,False,,liu2014,yeast_inference,GPI8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQM3,aor:AO090005001186,ko:K05290,5990089
AOR00128,AO090102000156,AO090102000156,|wang et al 2010-AO||,S1:130,,"Vesicular transport of proteins between ER and Golgi, TRAPP complex SU ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,GSG1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UB10,aor:AO090102000156,ko:K20305,5994433
AOR00129,AO090005000093,AO090005000093,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:131,,"Glucosidase II β subunit; Trimming and quality control of N-glycosylated folded proteins, glucosidase II, βSU ",machinery_component,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,ER,subsystem_inference,medium,n_glycan_trimming,liu_description_or_current_annotation,medium,False,,liu2014,aspergillus_homolog,GTB1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UTA8,aor:AO090005000093,ko:K08288,5989154
AOR00130,AO090005001245,AO090005001245,inparanoid+besthit|||,S1:132,gwt1,GPI biosynthesis,machinery_component,gpi_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,50.0,unknown,uniprot_conflict,low,gpi_anchor,liu2014,high,False,,liu2014,yeast_inference,GWT1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQH4,aor:AO090005001245,ko:K05283,5990138
AOR00131,AO090124000074,AO090124000074,|wang et al 2010-AO||,S1:133,hacA,"Protein folding/UPR , UPR transcription factor hacA ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,HAC1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q1XGE2,,ko:K16230,
